,plot,director,actors,rated,genre,imdb_rating,title
1389,The sons of police chief Brody must protect customers at a SeaWorld theme park after a thirty-five-foot shark becomes trapped in the park with them.,Joe Alves,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr.",PG,"Adventure, Horror, Thriller",3.6,Jaws 3-D
1390,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",Peter Segal,"Jack Lemmon, James Garner, Dan Aykroyd, John Heard",PG-13,"Adventure, Comedy",6.5,My Fellow Americans
1391,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,Tim Burton,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan",PG-13,"Comedy, Sci-Fi",6.3,Mars Attacks!
1392,"An irresponsible, drug-addicted, recently impregnated woman finds herself in the middle of an abortion debate when both parties attempt to sway her to their respective sides.",Alexander Payne,"Laura Dern, Swoosie Kurtz, Kurtwood Smith, Mary Kay Place",R,"Comedy, Drama",7.0,Citizen Ruth
1393,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former secretary.",Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston",R,"Comedy, Drama, Romance",7.3,Jerry Maguire
1394,"When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.","Joel Coen, Ethan Coen","Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman",PG-13,"Comedy, Crime",7.4,Raising Arizona
1395,A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.,Barry Levinson,"Richard Dreyfuss, Danny DeVito, Barbara Hershey, John Mahoney",R,"Comedy, Drama",6.5,Tin Men
1396,"A security pro finds his past coming back to haunt him, when he and his unique team are tasked with retrieving a particularly important item.",Phil Alden Robinson,"Jo Marr, Gary Hershberger, Robert Redford, Sidney Poitier",PG-13,"Comedy, Crime, Drama",7.1,Sneakers
1397,A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?,Anjelica Huston,"Jennifer Jason Leigh, Ron Eldard, Glenne Headly, Lyle Lovett",R,Drama,7.5,Bastard Out of Carolina
1398,A bitter love story between a talented writer and a gentle nurse.,Richard Attenborough,"Mackenzie Astin, Chris O'Donnell, Margot Steinberg, Sandra Bullock",PG-13,"Biography, Drama, Romance",6.0,In Love and War
1399,A leukemia patient attempts to end a twenty-year feud with her sister to get her bone marrow.,Jerry Zaks,"Meryl Streep, Leonardo DiCaprio, Diane Keaton, Robert De Niro",PG-13,Drama,6.7,Marvin's Room
1401,A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white racist to justice for the 1963 murder of the civil rights leader.,Rob Reiner,"Alec Baldwin, James Woods, Virginia Madsen, Whoopi Goldberg",PG-13,"Drama, History",6.7,Ghosts of Mississippi
1404,A newly elected District Attorney finds himself in the middle of a police corruption investigation that may involve his father and his partner.,Sidney Lumet,"Andy Garcia, Ian Holm, James Gandolfini, Lena Olin",R,"Crime, Drama",6.6,Night Falls on Manhattan
1405,The dim-witted teen duo of Beavis and Butt-Head travel across America in search of their stolen television set.,"Mike Judge, Mike de Seve, Brian Mulroney, Yvette Kaplan","Mike Judge, Bruce Willis, Demi Moore, Cloris Leachman",PG-13,"Animation, Adventure, Comedy",6.8,Beavis and Butt-Head Do America
1406,"A new-hired maid for a rich countryside family befriends a post-office clerk, who encourages her to rebel against her employers.",Claude Chabrol,"Isabelle Huppert, Sandrine Bonnaire, Jean-Pierre Cassel, Jacqueline Bisset",NOT RATED,"Crime, Drama, Mystery",7.6,La Cérémonie
1407,"A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.",Wes Craven,"Drew Barrymore, Roger Jackson, Kevin Patrick Walls, David Booth",R,"Horror, Mystery",7.2,Scream
1408,Three trappers protect a British Colonel's daughters in the midst of the French and Indian War.,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig",R,"Action, Adventure, Drama",7.8,The Last of the Mohicans
1409,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,Nora Ephron,"John Travolta, Andie MacDowell, William Hurt, Bob Hoskins",PG,"Comedy, Drama, Fantasy",5.7,Michael
1410,"Continuing the story of Aurora Greenway in her latter years. After the death of her daughter, Aurora struggled to keep her family together, but has one grandson in jail, a rebellious ...",Robert Harling,"Shirley MacLaine, Bill Paxton, Juliette Lewis, Miranda Richardson",PG-13,"Comedy, Drama, Romance",5.8,The Evening Star
1411,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",Kenneth Branagh,"Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed",PG-13,Drama,7.8,Hamlet
1413,"In Texas in the 1930s, young schoolteacher Novalyne Price meets a handsome, eccentric, interesting young man named Robert Howard. He's a successful writer - of the pulp stories of 'Conan ...",Dan Ireland,"Vincent D'Onofrio, Renée Zellweger, Ann Wedgeworth, Harve Presnell",PG,"Biography, Drama, Romance",7.3,The Whole Wide World
1414,"A neurotic, twice-divorced sci-fi writer moves back in with his mother to solve his personal problems.",Albert Brooks,"Paul Collins, Laura Weekes, Albert Brooks, John C. McGinley",PG-13,"Comedy, Drama",6.9,Mother
1415,"In the middle of the night, someone brings Ivan's body home to his wife and his sad-faced, jug-eared son. Through flashbacks, the film discloses the relationships among Ivan and his brother...",André Téchiné,"Catherine Deneuve, Daniel Auteuil, Laurence Côte, Benoît Magimel",R,"Crime, Drama, Romance",7.0,Thieves
1416,"The hit musical based on the life of Evita Duarte, a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Perón, and the most beloved and hated woman in Argentina.",Alan Parker,"Madonna, Antonio Banderas, Jonathan Pryce, Jimmy Nail",PG,"Biography, Drama, History",6.3,Evita
1417,"An American girl inherits a fortune and falls into a misguided relationship with a gentleman confidence artist whose true nature, including a barbed and covetous disposition, turns her life into a nightmare.",Jane Campion,"Nicole Kidman, John Malkovich, Barbara Hershey, Mary-Louise Parker",PG-13,"Drama, Romance",6.3,The Portrait of a Lady
1419,"Two young siblings are stranded in the Australian Outback and are forced to cope on their own. They meet an Australian boy on ""walkabout"": a ritual separation from his tribe.",Nicolas Roeg,"Jenny Agutter, Luc Roeg, David Gulpilil, John Meillon",GP,"Adventure, Drama",7.7,Walkabout
1420,"In August 1970 600,000 fans flocked to the Isle of Wight to witness the third and final festival to be held on the island. Besides the music, they also got a look at the greed, cynicism and...",Murray Lerner,"Ian Anderson, Joan Baez, Martin Barre, John Bonham",N/A,"Documentary, History, Music",7.6,Message to Love: The Isle of Wight Festival
1422,"A 25 year old female White House staffer, Carla Town, is murdered in the White House. D.C. homicide detective Regis is assigned to investigate, only to find evidence suppressed by the ...",Dwight H. Little,"Wesley Snipes, Diane Lane, Daniel Benzali, Dennis Miller",R,"Action, Crime, Drama",6.1,Murder at 1600
1423,"Set when the apartheid government was still in control, this powerful South African thriller is based on the true story of a policeman belonging to an elite government squad who was ...",Ralph Ziman,"Danny Keogh, Patrick Shai, Seputla Sebogodi, Brian O'Shaughnessy",R,"Drama, History, Thriller",8.1,Hearts & Minds
1425,Zookeepers struggle to deal with the policies of changing directors.,"Fred Schepisi, Robert Young","John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin",PG-13,Comedy,6.4,Fierce Creatures
1427,"After a shootout on a flight transporting prisoners, a stewardess must outwit a smooth-talking serial killer and land the plane herself.",Robert Butler,"Ray Liotta, Lauren Holly, Brendan Gleeson, Hector Elizondo",R,"Action, Thriller",4.8,Turbulence
1428,Two schizophrenics meet during therapy and fall passionately in love. Ahead of them lies the inevitable road to disaster - one they share to the end.,Michael Rymer,"John Lynch, Jacqueline McKenzie, Colin Friels, Deborra-Lee Furness",R,"Drama, Romance",7.2,Angel Baby
1429,This installment of Chan's Police Story series has our hero trying to locate a missing nuclear warhead.,Stanley Tong,"Jackie Chan, Jackson Lou, Annie Wu, Bill Tung",PG-13,"Action, Adventure, Comedy",6.6,Police Story 4: First Strike
1430,"After spending seven years behind bars, Johnny Crown is back on the street, with lots of cash, a psychotherapy degree and a burning desire to find and punish gangsters who had killed his ...",Roger Christian,"Denis Leary, Joe Mantegna, Annabella Sciorra, Larry Bishop",R,"Comedy, Thriller",4.8,Underworld
1431,A man tries to rescue a woman with a little help from his half brother.,Dennis Dugan,"Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker",PG-13,"Action, Comedy",5.5,Beverly Hills Ninja
1432,A Hostage Negotiator teams up with a Sharpshooter to bring down a dangerous jewel thief.,Thomas Carter,"Eddie Murphy, Kim Miyori, Art Evans, James Carpenter",R,"Action, Comedy, Crime",5.5,Metro
1433,"The psychiatrist Marc Laxroix is a studious scientist of the brains of criminals. He has an unhappy and loveless marriage with his wife Marie Lacroix and they have a boy, Léonard Lacroix. ...",François Dupeyron,"Gérard Depardieu, Nathalie Baye, Didier Bourdon, Natalia Wörner",N/A,"Horror, Sci-Fi, Thriller",5.4,La machine
1437,"Four children try to hold things together and play a family in their isolated prefab house after the death of their parents. As they begin to deteriorate mentally, they hide their mom's festering corpse in a makeshift concrete sarcophagus.",Andrew Birkin,"Andrew Robertson, Charlotte Gainsbourg, Alice Coulthard, Ned Birkin",NOT RATED,Drama,7.2,The Cement Garden
1438,"A vulcanologist arrives at a countryside town recently named the second most desirable place to live in America, and discovers that the long dormant volcano, Dante's Peak, may wake up at any moment.",Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Jamie Renée Smith, Jeremy Foley",PG-13,"Action, Adventure, Thriller",5.9,Dante's Peak
1440,"When Andrew Sterling, a successful black urbanite writer buys a vacation home on a resort in New England the police mistake him for a burglar. After surrounding his home with armed men, ...",E. Max Frye,"Samuel L. Jackson, Michael Lerner, Margaret Colin, Nicolas Cage",PG-13,"Comedy, Crime",5.6,Amos & Andrew
1441,A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,Jeremiah S. Chechik,"Johnny Depp, Mary Stuart Masterson, Aidan Quinn, Julianne Moore",PG,"Comedy, Drama, Romance",7.2,Benny & Joon
1442,"Based on the life of Olympic hopeful Steve Prefontaine, a long distance runner who lived in Oregon and died young",Steve James,"Jared Leto, R. Lee Ermey, Ed O'Neill, Breckin Meyer",PG-13,"Biography, Drama, Romance",6.8,Prefontaine
1444,It is a satire about life in Cuba. The members of a funeral procession and some truckdrivers who have to take the same route begin to talk about god and the world ending up in discovering ...,"Tomás Gutiérrez Alea, Juan Carlos Tabío","Carlos Cruz, Mirta Ibarra, Jorge Perugorría, Raúl Eguren",N/A,"Comedy, Drama",7.0,Guantanamera
1445,"Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew, ice cream, and swimsuit calendars. He's brought out of ...",Bryan Spicer,"Tom Arnold, Dean Stockwell, Debra Messing, David Alan Grier",PG,"Action, Comedy",4.4,McHale's Navy
1446,"Franta Louka is a concert cellist in Soviet-occupied Czechoslovakia, a confirmed bachelor and a lady's man. Having lost his place in the state orchestra, he must make ends meet by playing ...",Jan Sverák,"Zdenek Sverák, Andrey Khalimon, Libuse Safránková, Ondrej Vetchý",PG-13,"Comedy, Drama, Music",7.8,Kolya
1447,"After a friend overdoses, Spoon and Stretch decide to kick their drug habits and attempt to enroll in a government detox program. Their efforts are hampered by seemingly endless red tape, ...",Vondie Curtis-Hall,"Tupac Shakur, Tim Roth, Thandie Newton, Charles Fleischer",R,"Comedy, Crime, Drama",7.0,Gridlock'd
1449,An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.,Christopher Guest,"Deborah Theaker, Michael Hitchcock, Scott Williamson, Larry Miller",R,Comedy,7.6,Waiting for Guffman
1450,"Two Russian soldiers, one battle-seasoned and the other barely into his boots and uniform, are taken prisoner by an anxious Islamic father from a remote village hoping to trade them for his captured son.",Sergei Bodrov,"Oleg Menshikov, Sergey Bodrov, Jemal Sikharulidze, Susanna Mekhraliyeva",R,"Drama, War",7.6,Prisoner of the Mountains
1453,"A New York City cosmetologist, mistakenly thought to be a science teacher, is offered a job to teach the children of an Eastern European dictator.",Ken Kwapis,"Fran Drescher, Timothy Dalton, Ian McNeice, Patrick Malahide",PG,"Comedy, Romance",5.3,The Beautician and the Beast
1454,A group of suburban teenagers try to support each other through the difficult task of becoming adults.,Richard Linklater,"Jayce Bartok, Amie Carey, Nicky Katt, Ajay Naidu",R,"Comedy, Drama",6.8,SubUrbia
1455,Twin brothers meet a childhood sweetheart at a tacky hotel and rediscover their love as they renew their competition for her affection.,Craig Rosenberg,"Aden Young, Saffron Burrows, Simon Bossell, Pippa Grandison",R,"Comedy, Drama, Romance",6.4,Hotel de Love
1456,"A Miami con man agrees to be the human target for a Neo-Nazi manhunter, in order to collect $50,000 if he survives.",Paul Miller,"John Leguizamo, Jeffrey Jones, Freddy Rodríguez, Pat Skipper",PG-13,Comedy,5.0,The Pest
1457,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",Andy Tennant,"Matthew Perry, Salma Hayek, Jon Tenney, Carlos Gómez",PG-13,"Comedy, Drama, Romance",6.0,Fools Rush In
1458,"When Juvenal, a presumed miracle worker, appears on the scene Bill Hill attempts to exploit him but his plans go astray with the untimely intervention of August Murray and the developing ...",Paul Schrader,"LL Cool J, Gina Gershon, Conchata Ferrell, John Doe",R,"Comedy, Drama, Romance",5.7,Touch
1459,A career thief witnesses a horrific crime involving the U.S. President.,Clint Eastwood,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney",R,"Action, Crime, Drama",6.7,Absolute Power
1460,"A maid is kidnapped and scratches a message onto D.C. the cat's collar and when his owner Patti discovers this, she plays amateur detective with the help of D.C. to try to find the culprits.",Bob Spiers,"Christina Ricci, Doug E. Doug, Dean Jones, George Dzundza",PG,"Action, Comedy, Crime",4.6,That Darn Cat
1461,"In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.",Stephen Kessler,"Chevy Chase, Beverly D'Angelo, Randy Quaid, Ethan Embry",PG,Comedy,5.9,Vegas Vacation
1463,A bride's divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlywed's honeymoon.,Carl Reiner,"Bette Midler, Dennis Farina, Paula Marshall, Gail O'Grady",PG-13,"Comedy, Romance",6.1,That Old Feeling
1464,"After a bizarre encounter at a party, a jazz saxophonist is framed for the murder of his wife and sent to prison, where he inexplicably morphs into a young mechanic and begins leading a new life.",David Lynch,"Bill Pullman, Patricia Arquette, John Roselius, Louis Eppolito",R,"Mystery, Thriller",7.6,Lost Highway
1465,A dramatization of a 1923 horrific racist lynch mob attack on an African American community.,John Singleton,"Jon Voight, Ving Rhames, Don Cheadle, Bruce McGill",R,"Action, Drama, History",7.2,Rosewood
1466,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby",R,"Biography, Crime, Drama",7.8,Donnie Brasco
1468,Two friends who have gone too long without sex set out to get some.,Jeff Pollack,"Jamie Foxx, Tommy Davidson, Amy Monique Waddell, Wiley Moore",R,"Comedy, Romance",5.4,Booty Call
1472,"A retired thief swears revenge on the lunatic who murdered his brother and partner, while going on the run with the loot they stole.",John Irvin,"Harvey Keitel, Stephen Dorff, Timothy Hutton, Famke Janssen",R,"Crime, Drama, Thriller",6.2,City of Industry
1473,The film opens with 4 tuxedo clad men showing up at a penitentiary to meet a friend who has just been released after three years in prison and is going straight from the jail to marry his ...,Tamra Davis,"Dean Cain, Andy Dick, Sean Patrick Flanery, Mitchell Whitfield",R,"Action, Comedy, Crime",5.7,Best Men
1474,"A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.",John Pasquin,"Tim Allen, Martin Short, JoBeth Williams, Lolita Davidovich",PG,"Comedy, Family",5.1,Jungle 2 Jungle
1475,Two female friends become sexual rivals at maturity.,Mira Nair,"Indira Varma, Sarita Choudhury, Ramon Tikaram, Naveen Andrews",R,"Crime, Drama, History",6.0,Kama Sutra: A Tale of Love
1476,"The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.",Betty Thomas,"Howard Stern, Robin Quivers, Mary McCormack, Fred Norris",R,"Biography, Comedy, Drama",6.8,Private Parts
1479,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",Phillip Noyce,"Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev",PG-13,"Action, Adventure, Romance",6.2,The Saint
1480,"Based on Peter Hoeg's bestseller, this film is set in snowy Copenhagen where a small boy is found dead after he fell off a roof. Smilla Jasperson, a close friend who lives in the same house...",Bille August,"Ona Fletcher, Julia Ormond, Agga Olsen, Patrick Field",R,"Action, Drama, Sci-Fi",6.4,Smilla's Sense of Snow
1482,"The third installment of Irish author Roddy Doyle's 'Barrytown Trilogy', following 'The Commitments' and 'The Snapper', depicts the hilarious yet poignant adventures of Bimbo. Upon being ...",Stephen Frears,"Colm Meaney, Donal O'Kelly, Ger Ryan, Caroline Rothwell",R,"Comedy, Drama",6.8,The Van
1483,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",David Cronenberg,"James Spader, Holly Hunter, Elias Koteas, Deborah Kara Unger",NC-17,Drama,6.4,Crash
1484,"When a happily married woman discovers a love letter written by her husband to an unknown party, she enlists her dysfunctional family to discover the truth.",Greg Mottola,"Stanley Tucci, Hope Davis, Pat McNamara, Anne Meara",R,"Comedy, Drama",6.9,The Daytrippers
1485,A fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he turns his son down for the last time.,Tom Shadyac,"Jim Carrey, Maura Tierney, Justin Cooper, Cary Elwes",PG-13,"Comedy, Fantasy",6.9,Liar Liar
1487,"The true story of Selena Quintanilla-Perez, a Texas-born Tejano singer who rose from cult status to performing at the Astrodome, as well as having chart topping albums on the Latin music charts.",Gregory Nava,"Jennifer Lopez, Jackie Guerra, Constance Marie, Alex Meneses",PG,"Biography, Drama, Music",6.7,Selena
1488,"A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding.",Alan J. Pakula,"Harrison Ford, Brad Pitt, Margaret Colin, Rubén Blades",R,"Action, Crime, Drama",6.1,The Devil's Own
1489,"Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",Mark Dindal,"Scott Bakula, Jasmine Guy, Natalie Cole, Ashley Peldon",G,"Animation, Comedy, Family",6.9,Cats Don't Dance
1490,Two tacky homegirls move to L.A. to become dancers; instead they scam a dying millionaire but eventually become B*A*P*S (Black American Princesses).,Robert Townsend,"Halle Berry, Martin Landau, Ian Richardson, Natalie Desselle Reid",PG-13,Comedy,4.2,B*A*P*S
1493,A day in the life of two film-school students trying to find love and another house-mate.,Emma-Kate Croghan,"Matt Day, Matthew Dyktynski, Alice Garner, Frances O'Connor",R,"Comedy, Romance",6.3,Love and Other Catastrophes
1495,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly ...","Shuki Levy, David Winning","Jon Simanton, Kai Doi, Greg Collins, Steve Cardenas",PG,"Action, Adventure, Family",3.5,Turbo: A Power Rangers Movie
1497,An international spy teams up with an arms dealer to escape from a penal colony and rescue his family from a terrorist.,Hark Tsui,"Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman",R,"Action, Comedy, Sci-Fi",4.7,Double Team
1498,Two working class brothers court three wealthy and beautiful sisters in a small Illinois town.,Pat O'Connor,"Joaquin Phoenix, Billy Crudup, Will Patton, Kathy Baker",R,"Drama, Romance",6.4,Inventing the Abbotts
1499,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",Luis Llosa,"Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz",PG-13,"Action, Adventure, Horror",4.7,Anaconda
1500,"Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.",George Armitage,"John Cusack, Minnie Driver, Alan Arkin, Dan Aykroyd",R,"Action, Comedy, Crime",7.4,Grosse Pointe Blank
1501,"Richter Boudreau, the son of local celebrity Cynthia, is not very successful and works as a film critic for a local newspaper. In a short time he loses his job and his heritage, and one of ...",Leslie Greif,"Eric Stoltz, James Spader, Deborah Kara Unger, Joanna Going",R,"Crime, Drama, Thriller",5.2,Keys to Tulsa
1502,"Over the years, a child's romantic ideals about death blossom into necrophilia, the study of embalming and the most profound relationship of her life.",Lynne Stopkewich,"Molly Parker, Peter Outerbridge, Jay Brazeau, Natasha Morley",R,"Drama, Romance",6.5,Kissed
1503,"A mob bagman finds that his luggage, containing the proof of his gang's latest hit, has been switched.",Tom Schulman,"Joe Pesci, Andy Comeau, Kristy Swanson, George Hamilton",R,"Comedy, Crime",5.3,8 Heads in a Duffel Bag
1504,"Following the break-up of his marriage after revealing his homosexuality, GP Martin Wyatt loses custody of his son Oliver to his now ex-wife Hannah and her new partner Frank. It is not long...",Angela Pope,"Sam Bould, Martin Donovan, Ian Hart, Joely Richardson",R,Drama,7.4,Hollow Reed
1507,Fact-based recounting of a group of women who are imprisoned on the island of Sumatra by the Japanese during World War II and used music as a relief to their misery.,Bruce Beresford,"Glenn Close, Frances McDormand, Pauline Collins, Cate Blanchett",R,"Drama, History, War",6.8,Paradise Road
1508,"A young man, Pat, visits the clan of gypsy-like grifters (Irish Travellers) in rural North Carolina from whom he is descended. He is at first rejected, but cousin Bokky takes him on as an ...",Jack N. Green,"Bill Paxton, Mark Wahlberg, Julianna Margulies, James Gammon",R,"Crime, Drama, Romance",6.2,Traveller
1513,"Two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates.",David Mirkin,"Mira Sorvino, Lisa Kudrow, Janeane Garofalo, Alan Cumming",R,Comedy,6.2,Romy and Michele's High School Reunion
1515,"A volcano erupts in downtown Los Angeles, threatening to destroy the city.",Mick Jackson,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle",PG-13,"Action, Drama, Sci-Fi",5.4,Volcano
1516,"Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their ""love-child"" brought Australia to the brink of civil war. Until now ...",Peter Duncan,"Judy Davis, Sam Neill, F. Murray Abraham, Richard Roxburgh",R,"Comedy, Drama, Romance",6.3,Children of the Revolution
1517,"A 1960s hipster secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.",Jay Roach,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers",PG-13,"Adventure, Comedy",7.0,Austin Powers: International Man of Mystery
1518,A man searches for his missing wife after his car breaks down in the middle of the desert.,Jonathan Mostow,"Kurt Russell, J.T. Walsh, Kathleen Quinlan, M.C. Gainey",R,"Action, Crime, Drama",6.9,Breakdown
1523,"A group of crooks, an ex con, his friend and a gun crazy gangster plan a drug heist, but not everything goes as planned.",Kiefer Sutherland,"Vincent Gallo, Mykelti Williamson, Kiefer Sutherland, Kevin Pollak",R,"Action, Crime, Drama",6.3,"Truth or Consequences, N.M."
1525,A young boy is whisked away to the mythical land of Tao where he becomes the center of a conflict between an evil lord and a group of animal warriors.,Ronny Yu,"Angus Macfadyen, Mario Yedidia, Marley Shelton, Chao Li Chi",PG,"Action, Adventure, Fantasy",4.6,Warriors of Virtue
1526,A woman cons two old boyfriends into searching for her runaway son by convincing both that they are the boy's father.,Ivan Reitman,"Robin Williams, Billy Crystal, Julia Louis-Dreyfus, Nastassja Kinski",PG-13,"Comedy, Romance",5.1,Fathers' Day
1527,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Luc Besson,"Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich",PG-13,"Action, Adventure, Sci-Fi",7.7,The Fifth Element
1529,Follows a day in the lives of a group of Los Angeles high school students and the strange lives they lead.,Gregg Araki,"James Duval, Rachel True, Nathan Bexton, Chiara Mastroianni",R,"Comedy, Drama, Sci-Fi",6.4,Nowhere
1531,"Chase (Mirren), a lifetime resident of Martha's Vineyard, married Richard (Bridges), and like the area, grew into the Upper-Middle-Class. Her distaste for artificiality leads her to a wild ...",Kevin Bacon,"Helen Mirren, Kyra Sedgwick, Beau Bridges, Michael Yarmush",R,Drama,6.8,Losing Chase
1532,"Two pairs of best friends - Montel & Clyde and Brandy & Adina meet at the party, where Clyde makes Adina think he is very rich and gets her into bed the same evening. When Adina finds out ...",Rusty Cundieff,"Tisha Campbell-Martin, Rusty Cundieff, Paula Jai Parker, Joe Torry",R,"Comedy, Romance",5.0,Sprung
1535,"Gregory invites seven friends to spend the summer at his large, secluded 19th-century home in upstate New York. The seven are: Bobby, Gregory's ""significant other,"" who is blind but who ...",Joe Mantello,"Jason Alexander, Stephen Spinella, Stephen Bogardus, Randy Becker",R,"Comedy, Drama, Romance",6.8,Love! Valour! Compassion!
1537,A successful but unhappy Japanese accountant finds the missing passion in his life when he begins to secretly take ballroom dance lessons.,Masayuki Suo,"Kôji Yakusho, Tamiyo Kusakari, Naoto Takenaka, Eri Watanabe",PG,"Comedy, Drama, Music",7.8,Shall We Dance?
1539,Twin Town opens with wide sweeping shots of seaside Swansea; to be the place of action for the next one and a half hours. The serene setting with miles upon miles of old semi-detached ...,Kevin Allen,"Llyr Ifans, Rhys Ifans, Dorien Thomas, Dougray Scott",UNRATED,"Comedy, Drama",6.7,Twin Town
1542,"The coal mine in a northern English village may be closing, which would also mean the end of the miners' brass band.",Mark Herman,"Pete Postlethwaite, Tara Fitzgerald, Ewan McGregor, Stephen Tompkinson",R,"Comedy, Drama, Romance",7.1,Brassed Off
1543,"Jack and Judy are husband and wife, and Howard is Judys father. They live in some fictional undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's ...",David Hare,"Mike Nichols, Miranda Richardson, David de Keyser",R,Drama,6.1,The Designated Mourner
1544,A research team is sent to the Jurassic Park Site B island to study the dinosaurs there while another team approaches with another agenda.,Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard",PG-13,"Action, Adventure, Sci-Fi",6.5,The Lost World: Jurassic Park
1545,A four-year-old girl tries to come to terms with the sudden death of her mother.,Jacques Doillon,"Victoire Thivisol, Delphine Schiltz, Matiaz Bureau Caton, Léopoldine Serre",N/A,Drama,7.6,Ponette
1546,"Fletcher Munson, the lethargic employee of a pseudo-religious self help company, and his doppelganger, the friendly but dull dentist Dr. Jeffrey Korchek.",Steven Soderbergh,Miles Hardy,NOT RATED,"Comedy, Fantasy, Mystery",7.1,Schizopolis
1549,"Set in the 1950s, Rough Magic tells the story of what happens when a pretty apprentice magician goes to Mexico to escape her fiancé, a wealthy politician, and to find a Mayan shaman who ...",Clare Peploe,"Bridget Fonda, Russell Crowe, Jim Broadbent, D.W. Moffett",PG-13,"Comedy, Drama, Romance",5.5,Rough Magic
1550,"An actor poses as a lawyer to help his sick friend, and problems develop.",Jonathan Lynn,"Michael Richards, Jeff Daniels, Charlize Theron, Jessica Steen",PG-13,"Comedy, Romance",5.7,Trial and Error
